Hm;km;maxHm;max_speed;minHm;position_lat_max;position_lat_min;position_long_max;position_long_min;speed;type;date;endtime;starttime;rider_weight;rider_height;ride_type
226,8;35,37722;364,6;39,4704;253,2;48,79814107;48,70364668;9,517217539;9,170339182;23,14080397;Trecking;05.06.2018;22:11:30;20:41:30;73;183;Pendeln
157,2;35,04402;316,6;43,1316;226,6;48,7982611;48,70368063;9,517234219;9,170794738;23,43229815;Trecking;11.09.2018;08:07:40;06:38:16;70;183;Pendeln
199,2;34,62327;317;40,7124;225,6;48,79826009;48,70364014;9,517304627;9,170800941;24,2230062;Trecking;04.08.2017;08:17:50;06:52:06;73;183;Pendeln
165;34,96083;330,2;44,9784;240,4;48,79823243;48,70364861;9,517331952;9,170805886;23,50250627;Trecking;18.09.2018;09:17:30;07:48:09;72;183;Pendeln
200,8;34,76373;293,8;36,108;199;48,79829253;48,70365774;9,516855357;9,170816615;21,49182628;Trecking;26.09.2018;08:58:38;07:20:14;72;183;Pendeln
209,8;35,35469;353;39,9384;250,4;48,79830468;48,70367174;9,517242853;9,17077261;22,11269871;Trecking;02.08.2019;20:37:14;19:02:26;73;183;Pendeln
203,6;34,65757;319,4;40,374;226,8;48,79828993;48,70365405;9,517359864;9,170813598;23,58841143;Trecking;12.04.2017;08:39:28;07:08:35;75;183;Pendeln
158,8;34,93754;316,6;36,7128;221,6;48,79826085;48,70366571;9,517336395;9,170667417;21,62507089;Trecking;25.02.2019;09:57:36;08:21:06;75;183;Pendeln
127,2;6,90409;307,6;33,894;203,4;48,80087541;48,71525746;9,526039325;9,170608073;17,65374868;Trecking;11.06.2018;20:00:21;19:02:14;73;183;Training
242,4;36,31303;364,6;39,132;274,4;48,79830276;48,70364626;9,523566663;9,170807227;23,52675078;Trecking;16.05.2017;19:26:57;17:53:34;74;183;Pendeln
325,6;35,30341;400,4;40,3416;252;48,79811257;48,7036533;9,517284762;9,17073464;23,93017425;Trecking;19.09.2019;18:40:49;17:14:42;73;183;Pendeln
208,8;34,5542;318,2;40,0392;210,4;48,79811919;48,70366453;9,517300855;9,170746543;24,16711187;Trecking;19.09.2019;09:29:40;07:59:03;73;183;Pendeln
151;35,04067;306,2;42,66;218,4;48,79828474;48,7036274;9,517239835;9,170771353;23,63923242;Trecking;21.08.2018;11:16:10;09:48:06;71;183;Pendeln
163,4;35,0363;339;41,6196;244,6;48,79828189;48,70366101;9,51722106;9,170841174;23,99085141;Trecking;02.07.2019;09:49:48;08:22:47;73;183;Pendeln
160,2;35,00265;309,2;40,0068;216,2;48,79825096;48,70368465;9,51730689;9,17077898;22,64442985;Trecking;14.08.2019;09:28:05;07:56:09;73;183;Pendeln
243,2;34,76795;335,2;42,2568;243,4;48,7983212;48,70365833;9,517274117;9,170906972;25,09537744;Trecking;02.06.2017;18:57:48;17:35:56;73;183;Pendeln
156;34,93731;318,6;37,9584;232,8;48,7982922;48,70366361;9,517266406;9,170894986;20,76435983;Trecking;03.06.2019;08:35:58;06:55:36;73;183;Pendeln
225,2;35,93287;343,4;39,7044;246,8;48,79832262;48,70360326;9,517257521;9,170248741;20,06514034;Trecking;12.04.2019;18:19:51;16:35:10;75;183;Pendeln
275;35,19184;348,4;37,8216;237,6;48,79820318;48,70363905;9,517296329;9,171571741;21,26772295;Trecking;17.10.2017;18:41:56;17:04:28;74;183;Pendeln
153,6;35,00187;313,6;38,628;221,4;48,7981083;48,70363846;9,517091056;9,170789206;22,9903634;Trecking;20.03.2020;09:55:49;08:24:57;75;183;Pendeln
142,4;34,66618;359,6;43,0632;273;48,79827367;48,70363561;9,517378053;9,170774035;23,90138509;Trecking;17.07.2018;08:51:15;07:23:58;73;183;Pendeln
188,2;35,36226;315,8;39,8736;228,6;48,79830351;48,70365146;9,517200356;9,170264583;24,01147895;Trecking;08.08.2019;20:25:11;18:57:33;73;183;Pendeln
204,2;35,25787;328,6;37,2852;234,6;48,79815641;48,70367141;9,517211756;9,17002067;20,65718734;Trecking;15.05.2019;20:03:29;18:23:30;74;183;Pendeln
197,2;34,61067;328;41,2164;237,8;48,79825766;48,70364366;9,517321978;9,170759702;23,96997495;Trecking;06.07.2017;09:07:40;07:42:27;73;183;Pendeln
214,2;35,34313;352,6;39,0312;247,2;48,7982015;48,70361332;9,517319296;9,170673788;23,3536074;Trecking;02.07.2019;21:01:58;19:33:37;73;183;Pendeln
245,8;35,08163;456,8;40,9464;305;48,79833025;48,70361608;9,5175731;9,170728521;23,56683344;Trecking;09.07.2018;08:26:00;06:56:13;73;183;Pendeln
209,6;35,02276;323,4;39,8376;223,6;48,79810201;48,70361349;9,517310914;9,170750817;24,42754023;Trecking;18.09.2019;09:35:03;08:09:41;73;183;Pendeln
150,8;35,03622;317,2;44,4744;230,6;48,79825003;48,70366084;9,517150987;9,170911917;23,82465306;Trecking;21.06.2018;08:05:56;06:36:49;73;183;Pendeln
159,4;35,20804;296;41,6196;207,8;48,79829236;48,70364861;9,517253581;9,17095718;23,77140899;Trecking;16.07.2018;08:37:44;07:08:10;73;183;Pendeln
202,4;35,70458;338,6;39,3336;247;48,79830066;48,70372547;9,517271183;9,170790045;22,20165333;Trecking;03.08.2018;21:37:59;20:03:15;73;183;Pendeln
158;34,92904;319,4;42,93;227,8;48,79829312;48,70365934;9,517263807;9,170829859;21,99228655;Trecking;17.10.2018;08:45:54;07:10:39;74;183;Pendeln
238,2;35,25218;319,6;42,39;229,6;48,79828549;48,70362069;9,517263891;9,170763558;23,37804758;Trecking;05.07.2017;09:01:29;06:55:15;73;183;Pendeln
231,2;37,01813;384,6;42,1884;258;48,79813931;48,70362623;9,523502039;9,171196818;23,61356166;Trecking;20.07.2018;17:26:40;15:50:48;73;183;Pendeln
203,4;34,64193;318,6;39,3336;217;48,79826286;48,70363444;9,517229022;9,170805467;22,91232152;Trecking;24.05.2017;08:12:51;06:42:01;73;183;Pendeln
200,6;34,83027;344,2;39,672;249,4;48,79816881;48,70363603;9,517284678;9,171141582;23,49194227;Trecking;22.05.2018;19:48:17;18:20:59;73;183;Pendeln
147,4;34,97929;311,4;39,0312;217;48,7982725;48,70366252;9,517170265;9,170857687;24,27749903;Trecking;03.07.2019;09:00:57;07:34:15;73;183;Pendeln
231;34,64004;282,2;42,0552;191,4;48,79829446;48,70363503;9,51725618;9,170785686;25,80843165;Trecking;08.08.2017;07:59:17;06:39:46;73;183;Pendeln
164,4;34,9207;349;39,8052;255,8;48,79826789;48,70364433;9,517234974;9,17094511;23,71844669;Trecking;06.06.2018;08:15:59;06:47:19;73;183;Pendeln
164,8;35,127;295,8;38,9664;205;48,79827803;48,70365741;9,517159201;9,170696754;23,16949935;Trecking;28.08.2018;09:27:51;07:58:05;70;183;Pendeln
157,2;35,08099;305,6;36,9504;216,8;48,79828876;48,70365313;9,51731896;9,170769844;23,13303423;Trecking;27.08.2018;08:35:42;07:04:56;71;183;Pendeln
258,6;34,92408;336;41,5836;240;48,79824928;48,70363419;9,517272692;9,171956638;24,43228266;Trecking;12.04.2017;19:27:12;18:02:49;75;183;Pendeln
266,6;35,64068;381,8;38,9988;258,6;48,79999951;48,70365598;9,517388195;9,170727935;23,13040123;Trecking;07.07.2020;09:33:34;08:01:55;73;183;Pendeln
288,2;35,33804;246,8;38,7972;159,8;48,7982031;48,70365003;9,517313261;9,170409674;20,71714765;Trecking;27.09.2017;19:44:38;18:04:24;73;183;Pendeln
146;35,05021;352,8;44,5392;260,8;48,79822732;48,70359865;9,517273111;9,170836564;24,30403262;Trecking;03.07.2018;08:11:07;06:43:44;73;183;Pendeln
261;34,70948;349;39,3012;256,6;48,7983165;48,70368524;9,517246373;9,171026833;22,2977343;Trecking;04.04.2017;18:43:54;17:07:38;75;183;Pendeln
301,4;34,91626;416,2;37,8216;277,2;48,79826462;48,70369689;9,517190466;9,170362316;20,91158182;Trecking;12.09.2017;20:16:25;18:37:00;73;183;Pendeln
185,8;35,33796;350,4;37,8216;267,2;48,79822095;48,70361265;9,517286103;9,170575971;22,31280782;Trecking;25.06.2019;21:14:39;19:41:26;73;183;Pendeln
265,4;36,67713;268;39,906;178,4;48,79832463;48,70367593;9,523448059;9,170735059;23,11071244;Trecking;14.09.2018;19:34:45;17:58:57;70;183;Pendeln
289,2;35,34864;461,8;38,3256;290,4;48,79805122;48,70364894;9,517304543;9,170683846;21,93798846;Trecking;17.09.2019;19:13:04;17:35:38;73;183;Pendeln
349,4;42,50483;328,4;40,4424;220;48,80064055;48,70363553;9,526980277;9,170552501;21,09677603;Trecking;05.09.2019;09:02:46;05:07:20;73;183;Training
157;34,8705;330;40,2084;236,4;48,79823226;48,70360217;9,517308064;9,170886604;21,06236162;Trecking;18.05.2018;08:37:50;06:58:15;73;183;Pendeln
202;34,60645;315;39,5352;220,2;48,79826604;48,70363268;9,517277051;9,17076054;23,25088823;Trecking;22.05.2017;08:17:38;06:47:59;73;183;Pendeln
224,6;35,00291;388;39,7728;256,6;48,79825439;48,70366604;9,517216114;9,170882497;24,11534596;Trecking;16.08.2019;09:26:50;08:01:08;73;183;Pendeln
245,8;34,77427;350,4;42,0876;251,6;48,79997654;48,70363411;9,515383495;9,170775628;23,36753956;Trecking;30.06.2017;08:39:34;07:10:24;73;183;Pendeln
197,2;34,7797;315,8;38,2932;218,2;48,79829228;48,70363821;9,517255509;9,170704382;22,55096367;Trecking;31.05.2017;08:20:43;06:48:37;73;183;Pendeln
165,4;34,90388;304,4;36,108;206,2;48,79831231;48,70366923;9,517282834;9,170888867;21,2349728;Trecking;23.10.2018;09:02:45;07:25:04;75;183;Pendeln
137,2;8,12179;269,4;36,0432;176,6;48,8008128;48,7146776;9,526278041;9,170550322;19,0157224;Trecking;08.03.2017;19:17:43;17:58:10;75;183;Training
216,8;34,86088;377,8;38,7972;250,4;48,79826194;48,70365422;9,517343352;9,170884425;22,1696293;Trecking;09.10.2018;09:02:16;07:28:19;73;183;Pendeln
270;34,93106;371,4;39,5028;254,6;48,79833058;48,7036828;9,517349219;9,170575971;23,42403758;Trecking;18.07.2017;21:01:33;19:34:34;73;183;Pendeln
254,4;34,91857;348;38,124;248,8;48,79831349;48,7036673;9,517320301;9,170694156;21,28129979;Trecking;11.07.2017;20:55:36;19:19:29;73;183;Pendeln
210,2;36,6863;366;41,418;262;48,7981953;48,70369345;9,523467002;9,170824997;23,33515145;Trecking;17.09.2018;18:54:54;17:20:57;72;183;Pendeln
233,2;35,11197;364,6;40,0752;274,6;48,79821223;48,70362815;9,517289288;9,170547305;23,28342692;Trecking;07.08.2017;20:42:20;19:13:36;73;183;Pendeln
149,8;35,02416;319,2;39,2004;225,2;48,79825532;48,70364056;9,517306807;9,170604888;21,39320582;Trecking;30.07.2019;08:47:17;07:10:04;73;183;Pendeln
206,8;34,62967;324,2;36,648;242,4;48,79821114;48,70361223;9,51729767;9,170866907;23,44833117;Trecking;24.07.2017;07:44:31;06:15:12;73;183;Pendeln
215,6;35,02991;319;41,7852;219,4;48,79810528;48,7036616;9,517316781;9,170812089;25,76584433;Trecking;20.09.2019;09:09:27;07:49:18;73;183;Pendeln
211,8;36,70795;362,2;40,6116;251,4;48,79831558;48,70369831;9,523477061;9,170789542;23,17311475;Trecking;10.09.2018;19:12:46;17:37:32;70;183;Pendeln
201;36,70387;343,4;42,426;249,6;48,79832304;48,70366227;9,523489969;9,170475975;23,09385979;Trecking;16.07.2018;20:36:24;18:59:04;73;183;Pendeln
202,8;34,64786;340,8;40,2084;246,2;48,79827107;48,70363821;9,517214773;9,170891717;23,4905987;Trecking;31.07.2017;08:47:59;07:20:52;73;183;Pendeln
143,4;34,99959;334,2;36,4464;238;48,79812372;48,70365975;9,517244026;9,170760205;21,16655331;Trecking;10.06.2020;09:45:08;08:03:58;73;183;Pendeln
185,2;34,89545;293,4;40,7448;200,6;48,79826034;48,7036569;9,51717345;9,170637997;21,84449874;Trecking;05.03.2019;09:32:24;07:57:08;75;183;Pendeln
266,4;35,34765;445,2;39,9744;291,6;48,79815054;48,70367845;9,517286941;9,170702789;23,02326249;Trecking;16.09.2019;19:35:22;18:05:07;73;183;Pendeln
247,2;34,90142;368,8;41,886;278,4;48,79828784;48,70361969;9,517200356;9,170684265;22,57903551;Trecking;24.07.2017;19:19:26;17:43:38;73;183;Pendeln
200;34,64534;315,6;36,8136;221,2;48,79827191;48,70363578;9,51730622;9,170793314;21,38223151;Trecking;11.07.2017;08:59:34;07:22:59;73;183;Pendeln
159,4;35,04541;321,4;41,2812;230,2;48,79824844;48,70364802;9,517408311;9,170916528;23,65228649;Trecking;16.04.2019;09:37:24;08:08:55;75;183;Pendeln
232,8;36,42009;386,4;37,6884;259,2;48,79819388;48,70363494;9,52346365;9,170471281;23,03466681;Trecking;02.07.2018;21:00:25;19:25:00;73;183;Pendeln
164,4;35,23803;298,8;39,9744;206,8;48,79825666;48,70361131;9,517288869;9,170794906;22,93170729;Trecking;11.07.2018;07:59:36;06:27:23;73;183;Pendeln
150,2;35,21645;317,2;38,5956;221,6;48,79831499;48,70364031;9,516493259;9,170670351;23,53471518;Trecking;20.08.2018;08:25:57;06:56:01;71;183;Pendeln
198,8;35,6262;395;38,898;298,4;48,79813017;48,70362933;9,517378807;9,17072542;23,67522559;Trecking;26.05.2020;09:02:12;07:33:27;73;183;Pendeln
101;21,8183;40;39,3012;8,2;54,8913023;54,84730426;8,453425281;8,340948522;26,42032735;Trecking;25.05.2018;09:06:04;08:15:34;73;183;Training
276,4;34,90597;387,2;40,0752;248,6;48,79827786;48,70364064;9,517242936;9,170861458;23,22686694;Trecking;11.10.2017;08:56:20;07:24:11;74;183;Pendeln
193,6;34,63858;320;38,7648;224,4;48,79826236;48,70364073;9,517388195;9,170760624;24,15202612;Trecking;29.08.2017;08:07:54;06:42:08;73;183;Pendeln
463,8;38,41468;416,6;38,6964;243,2;48,79811995;48,70367057;9,517322732;9,170648474;22,04422618;Trecking;26.05.2020;16:49:37;15:03:52;73;183;Training
275,8;35,31706;309;40,8456;217,8;48,79813529;48,70362421;9,517260622;9,170746123;23,77971497;Trecking;30.08.2019;18:58:18;17:29:44;73;183;Pendeln
295,2;35,74456;377,2;39,4704;263,8;48,79814199;48,70367141;9,517224999;9,170694407;23,19133214;Trecking;19.05.2020;18:15:40;16:42:29;73;183;Pendeln
156,6;34,91172;347,8;34,2972;252;48,79826588;48,70364551;9,517589025;9,170860201;22,01314696;Trecking;18.04.2018;07:35:58;06:01:23;73;183;Pendeln
311,8;35,66993;441,4;37,656;298;48,7983388;48,70369948;9,517119052;9,170659957;22,31642564;Trecking;11.10.2017;19:14:23;17:38:32;74;183;Pendeln
221,6;36,92019;357;42,9624;251,8;48,79834718;48,70364282;9,523500111;9,170580832;24,3956197;Trecking;09.07.2018;20:12:04;18:42:33;73;183;Pendeln
236,2;35,29915;384,4;38,8296;260,2;48,79824936;48,70366705;9,517345531;9,170648726;20,70868607;Trecking;13.06.2019;20:17:39;18:30:11;73;183;Pendeln
199,2;34,63864;320;40,878;224,6;48,79824635;48,70364559;9,517293395;9,17073003;24,8660858;Trecking;16.05.2017;08:30:58;07:07:30;74;183;Pendeln
202;35,4012;315,4;39,636;220,6;48,79995902;48,70361491;9,517291971;9,170795996;24,18390363;Trecking;19.05.2020;09:03:33;07:36:50;73;183;Pendeln
165;35,11942;327;36,0756;231,4;48,79819572;48,70366076;9,517278811;9,170912839;20,49595215;Trecking;27.06.2018;07:56:05;06:15:10;73;183;Pendeln
204,2;35,19794;312,8;42,894;218;48,79825112;48,70363025;9,517237907;9,170726929;26,01887899;Trecking;23.08.2019;08:57:16;07:36:36;73;183;Pendeln
250;35,10291;323,8;36,3096;233;48,80004133;48,70365841;9,517302113;9,170492571;21,87630182;Trecking;20.09.2016;19:21:16;17:47:34;73;183;Pendeln
253,8;34,8972;343,8;38,0592;253,4;48,79832027;48,70364844;9,517187532;9,170465833;22,17807521;Trecking;17.05.2017;20:26:24;18:53:41;74;183;Pendeln
157,2;35,02661;313,2;41,5512;215;48,79812481;48,70365632;9,51723841;9,170864141;23,23108983;Trecking;16.03.2020;09:21:57;07:51:42;75;183;Pendeln
154;34,88993;319,8;41,7852;230,4;48,79825112;48,70366034;9,517246457;9,170745118;23,47234213;Trecking;20.04.2018;08:32:49;07:05:15;73;183;Pendeln
199,8;34,79359;266;40,4424;172,2;48,7982787;48,70363461;9,5172654;9,170793565;24,35901794;Trecking;16.03.2017;08:49:31;07:22:58;75;183;Pendeln
239;35,22631;377;37,6884;251,2;48,79813856;48,70361323;9,517203374;9,170519309;21,18184442;Trecking;10.06.2020;17:39:59;16:02:06;73;183;Pendeln
184,4;34,90118;292;36,5796;204,2;48,79833947;48,70365506;9,517298592;9,17071511;22,78652087;Trecking;04.04.2018;08:16:20;06:46:20;74;183;Pendeln
529,8;43,5772;502,6;44,5392;279,2;48,79818315;48,70365783;9,517226424;9,170685606;21,84125964;Trecking;17.07.2019;20:21:08;18:12:36;73;183;Training
238;36,11298;380,2;40,914;250,4;48,79824274;48,7036771;9,523471193;9,171016105;22,53908243;Trecking;25.10.2018;19:06:21;17:31:08;75;183;Pendeln
156;34,97791;320,8;35,37;230,8;48,79825305;48,70361935;9,517316027;9,170837067;20,73020516;Trecking;13.06.2019;08:44:10;07:02:35;73;183;Pendeln
152;35,02685;321,8;42,7932;234,2;48,79828063;48,70365741;9,517344357;9,170616958;23,14776981;Trecking;25.07.2019;09:31:01;08:00:17;73;183;Pendeln
250,2;35,19066;393;39,168;266,2;48,79828272;48,70368046;9,517267412;9,170763139;20,0197573;Trecking;10.10.2018;19:43:03;17:58:56;74;183;Pendeln
226,2;35,25804;358;39,0672;251,6;48,79813856;48,70366864;9,517238829;9,170587873;22,50945378;Trecking;03.03.2020;17:04:50;15:30:45;75;183;Pendeln
191,6;35,21515;318,6;37,9908;233;48,79829773;48,70368155;9,517327175;9,1704774;21,63930913;Trecking;19.04.2018;20:18:30;18:43:04;73;183;Pendeln
186,6;34,7063;316,2;39,2004;218,6;48,7982616;48,70363746;9,51724478;9,170623664;23,30810033;Trecking;26.05.2017;08:44:11;07:15:44;73;183;Pendeln
230,2;36,98639;375,4;40,7772;251,8;48,79831784;48,70365229;9,523384189;9,170531966;23,85792387;Trecking;02.08.2018;20:33:09;18:59:01;73;183;Pendeln
196,2;37,42506;381,8;41,0472;293,6;48,79829312;48,70363109;9,52348846;9,170592315;23,00076629;Trecking;14.06.2018;20:07:34;18:29:10;73;183;Pendeln
216,2;34,65132;315;38,3256;208,6;48,7983082;48,70366512;9,517292893;9,170763809;21,84194095;Trecking;13.04.2017;08:43:20;07:07:27;75;183;Pendeln
166,6;34,93165;332,4;38,5272;234,2;48,79828717;48,70368741;9,517427506;9,170918707;23,39715;Trecking;19.10.2018;09:01:01;07:32:28;75;183;Pendeln
189,8;35,32545;347,6;38,9988;260,6;48,79823201;48,70363268;9,517268166;9,170587203;22,79015132;Trecking;25.07.2019;20:54:52;19:23:30;73;183;Pendeln
333,6;35,21277;404,6;37,5552;251,2;48,79831776;48,70367886;9,517191472;9,170742687;20,37670951;Trecking;23.11.2017;17:15:51;15:33:24;74;183;Pendeln
190,6;36,63029;308,4;44,2728;218,6;48,79832773;48,70366478;9,523493741;9,170669261;23,3748685;Trecking;20.09.2018;19:03:48;17:28:59;72;183;Pendeln
158,6;35,09884;333,2;41,1804;244,8;48,79829211;48,70363134;9,517372604;9,170645708;23,73922186;Trecking;24.07.2019;09:22:01;07:54:24;73;183;Pendeln
194,6;35,32186;328,2;37,5876;242,8;48,79829429;48,70361424;9,517313261;9,170735478;20,40530997;Trecking;16.04.2019;19:14:45;17:33:11;75;183;Pendeln
210,8;36,43381;353,8;41,0148;254;48,79835766;48,70369731;9,52347748;9,170802953;22,88170075;Trecking;15.10.2018;18:55:49;17:20:33;74;183;Pendeln
766,8;76,30725;490,8;52,47;220,2;48,81249634;48,70363193;9,517534459;9,170607068;23,61665313;Trecking;22.04.2020;18:13:59;10:54:37;74;183;Training
239;35,35322;367,2;39,9744;247,6;48,79825154;48,7036134;9,517235812;9,170587873;21,26244881;Trecking;12.03.2019;18:46:34;17:07:07;75;183;Pendeln
274,2;35,8532;354;40,0068;245,8;48,79999355;48,70366034;9,517334551;9,170557447;22,83708654;Trecking;07.07.2020;19:22:44;17:50:13;73;183;Pendeln
238;34,90793;340,4;36,8136;242,8;48,79825439;48,70362405;9,517261209;9,170864057;21,48420302;Trecking;27.09.2017;09:39:40;08:02:23;73;183;Pendeln
215,4;35,11393;349;38,9988;246,8;48,79828717;48,7036813;9,517280487;9,170464408;20,6191102;Trecking;19.10.2018;19:01:54;17:21:06;75;183;Pendeln
240,4;35,23015;393,8;38,628;306,2;48,80005231;48,70367082;9,517241763;9,170596926;23,21978113;Trecking;21.06.2017;17:39:59;16:10:34;73;183;Pendeln
156,6;35,00168;306,4;37,9584;213,6;48,79826646;48,70364777;9,517241344;9,170924323;23,53774618;Trecking;22.08.2019;09:29:07;08:01:44;73;183;Pendeln
171,8;35,04142;295,8;36,7812;197;48,79808298;48,70365724;9,517265568;9,17080069;21,39425811;Trecking;17.09.2019;09:51:59;08:13:08;73;183;Pendeln
274;35,44353;353,2;39,5712;242;48,79830309;48,70364802;9,51729021;9,17076054;20,74447276;Trecking;31.07.2017;21:07:16;19:26:37;73;183;Pendeln
158,6;34,73619;321;40,41;226,8;48,79830318;48,70366286;9,517243272;9,170777136;21,39685993;Trecking;31.05.2016;08:30:38;06:54:44;74;183;Pendeln
212,2;35,24438;354,6;40,6764;248,2;48,79820419;48,70364131;9,517334132;9,170715194;23,23849381;Trecking;20.04.2018;18:35:08;17:06:45;73;183;Pendeln
170,8;38,60275;328,6;43,3332;235,4;48,79821064;48,70360854;9,517240673;9,170961874;22,32731556;Trecking;14.06.2018;08:16:13;06:30:53;73;183;Training
227,4;37,28301;361,4;39,8376;248,2;48,79810729;48,70364743;9,526902996;9,170801947;20,58080241;Trecking;18.09.2018;19:28:26;17:38:59;72;183;Pendeln
194,8;34,60107;319;39,7728;229;48,79826747;48,7036678;9,517207062;9,170747967;24,51067028;Trecking;17.05.2017;07:49:11;06:24:10;74;183;Pendeln
200,8;35,17283;303,4;35,0352;216,2;48,79819128;48,70363293;9,517328851;9,170901775;20,77144384;Trecking;18.04.2018;20:22:32;18:42:48;73;183;Pendeln
200;34,46244;315,6;35,37;218,8;48,79996774;48,70365154;9,517234052;9,170742603;22,96230776;Trecking;20.09.2016;09:21:00;07:52:19;73;183;Pendeln
255;36,25602;406;37,386;271;48,79827267;48,70187717;9,517225921;9,170289394;21,41020125;Trecking;24.05.2019;19:53:16;18:13:33;74;183;Pendeln
156;34,38613;304;39,672;221;48,79825322;48,70362254;9,512704974;9,1708773;22,34553955;Trecking;15.04.2019;10:02:35;08:32:13;75;183;Pendeln
226,2;35,34465;333;42,7608;245,6;48,79815892;48,70368985;9,517184682;9,170593321;23,33213981;Trecking;07.06.2019;20:08:41;18:41:19;73;183;Pendeln
196,2;34,60377;333,8;41,1156;242,6;48,79825816;48,70361332;9,517368581;9,17078862;24,79471516;Trecking;18.07.2017;08:25:59;07:01:50;73;183;Pendeln
205,4;36,70226;349,4;41,1804;250,8;48,79815884;48,70366068;9,523537662;9,170674291;23,709403;Trecking;03.07.2018;21:13:58;19:42:47;73;183;Pendeln
152,2;35,06996;328,4;39,2688;238;48,79826143;48,70362296;9,517389117;9,170801109;23,69746595;Trecking;02.07.2018;08:06:03;06:39:04;73;183;Pendeln
286,4;35,00172;383,8;39,2688;255,4;48,7983051;48,70363587;9,517290127;9,170517968;23,74666134;Trecking;04.07.2017;20:06:00;18:39:14;73;183;Pendeln
209;36,76133;341,6;36,378;245,4;48,79818147;48,70364903;9,523466332;9,170542862;21,8650275;Trecking;27.08.2018;18:56:33;17:15:40;71;183;Pendeln
238,8;35,03116;416;41,8212;268,8;48,79824559;48,70364433;9,517298006;9,170953827;23,70375719;Trecking;20.09.2018;09:06:54;07:37:38;72;183;Pendeln
Hm;km;maxHm;max_speed;minHm;position_lat_max;position_lat_min;position_long_max;position_long_min;speed;type;date;endtime;starttime;rider_weight;rider_height;ride_type
